trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
6258,False,"{'a': 0.1, 'e': 0.37417415194669773}",30,13,-28.648977105245724,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
6259,False,"{'a': 0.1, 'e': 0.36586072759283217}",20,6,-58.8316853724537,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
6260,False,"{'a': 0.1, 'e': 0.3412547675423854}",25,17,10.548874566294547,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6261,False,"{'a': 0.1, 'e': 0.30636819272336985}",25,16,13.95819001395356,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6262,False,"{'a': 0.1, 'e': 0.2697260942627331}",20,8,15.91640113669962,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6263,False,"{'a': 0.1, 'e': 0.24027870360456968}",20,8,22.110608003171016,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6264,False,"{'a': 0.1, 'e': 0.22521041758837584}",20,7,7.7766752050539525,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
6265,False,"{'a': 0.1, 'e': 0.22818221891747417}",25,16,5.1380784210939945,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
6266,False,"{'a': 0.1, 'e': 0.2484374632297843}",25,19,10.98480427740202,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6267,False,"{'a': 0.1, 'e': 0.2809894474205347}",25,14,8.393008855816323,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
6268,False,"{'a': 0.1, 'e': 0.3178442690606436}",25,8,16.54934108839357,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
6269,False,"{'a': 0.1, 'e': 0.3499591031545312}",20,0,17.593638881231268,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
6270,False,"{'a': 0.1, 'e': 0.3694561747615641}",20,3,-2.3431820899548397,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
6271,False,"{'a': 0.1, 'e': 0.37155037621173176}",25,0,-39.480129656774054,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
6272,False,"{'a': 0.1, 'e': 0.35571885933045333}",25,11,11.082397846089918,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
6273,False,"{'a': 0.1, 'e': 0.32582672778951777}",20,6,14.967714892052953,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
6274,False,"{'a': 0.1, 'e': 0.2891786235137378}",30,0,-14.031793745046818,"{0: 26, 1: 1, 2: 1, 3: 2, 4: 0}",0
6275,False,"{'a': 0.1, 'e': 0.25472892636755534}",20,14,9.831006195000144,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6276,False,"{'a': 0.1, 'e': 0.23088910789061465}",30,1,3.5815966489856144,"{0: 25, 1: 2, 2: 1, 3: 1, 4: 0}",1
6277,False,"{'a': 0.1, 'e': 0.22346914924499556}",20,5,9.713796652224884,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
6278,False,"{'a': 0.1, 'e': 0.23425683050739815}",20,6,-23.407284557850762,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
6279,False,"{'a': 0.1, 'e': 0.26058229617856}",25,14,4.179582378086958,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
6280,False,"{'a': 0.1, 'e': 0.29597394911171715}",20,0,-23.040802252010483,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
6281,False,"{'a': 0.1, 'e': 0.3317445435719214}",20,0,-56.5251677151355,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
6282,False,"{'a': 0.1, 'e': 0.3591187498045529}",20,2,-9.642152776299248,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
6283,False,"{'a': 0.1, 'e': 0.37138113536885276}",25,13,-24.850591739007115,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
6284,False,"{'a': 0.1, 'e': 0.365518791138773}",20,0,-10.73920502947231,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
6285,False,"{'a': 0.1, 'e': 0.3429568083692948}",25,17,5.039123089481402,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
6286,False,"{'a': 0.1, 'e': 0.3092070721312264}",25,7,-66.77259505465275,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 1}",1
6287,False,"{'a': 0.1, 'e': 0.27251692050994203}",20,6,-37.46806067537357,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
6288,False,"{'a': 0.1, 'e': 0.24184897520223425}",20,16,8.352745524476612,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6289,False,"{'a': 0.1, 'e': 0.2246869799668622}",20,8,7.031419676653687,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
6290,False,"{'a': 0.1, 'e': 0.2252048050313731}",20,0,-60.86502055336172,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
6291,False,"{'a': 0.1, 'e': 0.24324659420544564}",25,4,21.799007647431036,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
6292,False,"{'a': 0.1, 'e': 0.27436724684763936}",30,18,11.437194117008005,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
6293,False,"{'a': 0.1, 'e': 0.31092275455256063}",25,14,13.670083971710943,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
6294,False,"{'a': 0.1, 'e': 0.34394294529397546}",25,0,-28.479520188994414,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",1
6295,False,"{'a': 0.1, 'e': 0.3653278221941746}",30,4,17.817219744048543,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
6296,False,"{'a': 0.1, 'e': 0.36982972529610864}",20,14,10.632150340477313,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6297,False,"{'a': 0.1, 'e': 0.3563362588314423}",20,0,-20.103834878338944,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
6298,False,"{'a': 0.1, 'e': 0.3281403396471956}",20,1,28.803319861995163,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
6299,False,"{'a': 0.1, 'e': 0.29213181382640924}",35,12,3.5126565815896056,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 0}",1
6300,False,"{'a': 0.1, 'e': 0.2571090914005936}",25,13,19.21198165214963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6301,False,"{'a': 0.1, 'e': 0.23162453482929146}",20,8,20.846971942645414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6302,False,"{'a': 0.1, 'e': 0.22189123641962832}",30,7,14.27151282723624,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
6303,False,"{'a': 0.1, 'e': 0.230263508656024}",30,0,-27.720157435307947,"{0: 27, 1: 1, 2: 0, 3: 1, 4: 1}",0
6304,False,"{'a': 0.1, 'e': 0.25466270703435595}",25,14,21.40973519766869,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6305,False,"{'a': 0.1, 'e': 0.28908841540911434}",20,0,-23.014506136776575,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
6306,False,"{'a': 0.1, 'e': 0.3250892843597115}",30,18,-3.434165257114503,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
6307,False,"{'a': 0.1, 'e': 0.3538329871623912}",20,0,-26.249987426511833,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
6308,False,"{'a': 0.1, 'e': 0.36826830721462267}",20,10,8.798801861458033,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
6309,False,"{'a': 0.1, 'e': 0.36485009412122166}",20,7,21.433034175454218,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6310,False,"{'a': 0.1, 'e': 0.34440510857282675}",20,0,-51.15961871009698,"{0: 15, 1: 2, 2: 0, 3: 3, 4: 0}",0
6311,False,"{'a': 0.1, 'e': 0.31192728887813975}",35,21,5.521746489336542,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
6312,False,"{'a': 0.1, 'e': 0.2753531314971514}",20,10,9.044917176770882,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
6313,False,"{'a': 0.1, 'e': 0.24361748746614353}",20,8,7.227021170400911,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
6314,False,"{'a': 0.1, 'e': 0.2244660461284282}",20,6,-28.690313353858237,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
6315,False,"{'a': 0.1, 'e': 0.2225600749684058}",25,14,16.896126066538237,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
6316,False,"{'a': 0.1, 'e': 0.2383371586199612}",20,14,7.989965659457955,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6317,False,"{'a': 0.1, 'e': 0.2679063831352671}",25,13,19.505913872050623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6318,False,"{'a': 0.1, 'e': 0.3040030599828205}",20,13,7.190707470409052,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
6319,False,"{'a': 0.1, 'e': 0.3377687277103675}",25,18,13.156616502402834,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6320,False,"{'a': 0.1, 'e': 0.3609202936355829}",30,19,8.333214740626511,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
6321,False,"{'a': 0.1, 'e': 0.367777165136135}",20,6,-14.66278188028993,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
6322,False,"{'a': 0.1, 'e': 0.35665026833583574}",20,16,8.032522407244446,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6323,False,"{'a': 0.1, 'e': 0.3302533118572837}",25,16,18.68868600715923,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6324,False,"{'a': 0.1, 'e': 0.29503616226245855}",25,20,7.299827326909744,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6325,False,"{'a': 0.1, 'e': 0.2596040861981118}",25,19,0.325458328032183,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
6326,False,"{'a': 0.1, 'e': 0.232610276999956}",25,12,22.675891661318765,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6327,False,"{'a': 0.1, 'e': 0.2206377966242875}",25,0,-27.02338518246716,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
6328,False,"{'a': 0.1, 'e': 0.22658937384664118}",25,18,14.100123885320784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6329,False,"{'a': 0.1, 'e': 0.2489789100113391}",25,20,10.192309125926883,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6330,False,"{'a': 0.1, 'e': 0.28229761902393624}",30,7,11.400497152788702,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
6331,False,"{'a': 0.1, 'e': 0.318364596778221}",20,14,-0.719414689910594,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
6332,False,"{'a': 0.1, 'e': 0.3483307063368421}",25,6,6.1268851286243455,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
6333,False,"{'a': 0.1, 'e': 0.3648449339749948}",30,9,-84.4239925991532,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 1}",1
6334,False,"{'a': 0.1, 'e': 0.36385287075606043}",30,20,18.077610181953656,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6335,False,"{'a': 0.1, 'e': 0.3455873076352355}",20,14,11.845447987601972,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6336,False,"{'a': 0.1, 'e': 0.31450891759408545}",25,0,26.128444809198445,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
6337,False,"{'a': 0.1, 'e': 0.2782121165223456}",25,0,4.321364048870349,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
6338,False,"{'a': 0.1, 'e': 0.2455644785767304}",20,13,15.386392474555482,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6339,False,"{'a': 0.1, 'e': 0.22453553748569005}",25,0,-13.330856891012004,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
6340,False,"{'a': 0.1, 'e': 0.22024658522838156}",25,16,16.797359511609073,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6341,False,"{'a': 0.1, 'e': 0.23371869602675588}",20,0,9.626750909286406,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
6342,False,"{'a': 0.1, 'e': 0.2616250391090061}",25,3,-68.59841930286791,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 2}",1
6343,False,"{'a': 0.1, 'e': 0.29710755779994824}",20,11,-18.120422652218608,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
6344,False,"{'a': 0.1, 'e': 0.33145753582206644}",20,11,4.554499812420909,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
6345,False,"{'a': 0.1, 'e': 0.35624822847170845}",30,0,-102.77862107174761,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
6346,False,"{'a': 0.1, 'e': 0.3653973099944346}",20,0,-4.9720238856293175,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
6347,False,"{'a': 0.1, 'e': 0.3566543528310009}",25,5,-38.35168603633653,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
6348,False,"{'a': 0.1, 'e': 0.332149564784143}",20,0,-102.60208050228462,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
6349,False,"{'a': 0.1, 'e': 0.29786998400558895}",20,6,3.9817730705956214,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
6350,False,"{'a': 0.1, 'e': 0.2621919298493985}",20,0,-7.533780580409339,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
6351,False,"{'a': 0.1, 'e': 0.23382943630583025}",30,15,2.439426327408902,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
6352,False,"{'a': 0.1, 'e': 0.21970114704413626}",30,22,-27.770621953352105,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
6353,False,"{'a': 0.1, 'e': 0.22323783397091954}",20,16,6.874850738980751,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6354,False,"{'a': 0.1, 'e': 0.24354456428967503}",20,11,11.904135486563206,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6355,False,"{'a': 0.1, 'e': 0.27562212291881066}",25,1,-40.81385827497122,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 1}",1
6356,False,"{'a': 0.1, 'e': 0.31159291236344583}",20,0,34.47999047813593,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6357,False,"{'a': 0.1, 'e': 0.34263071748607615}",25,0,-41.776246013926134,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
6358,False,"{'a': 0.1, 'e': 0.3611216033614534}",20,14,5.551409890767132,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
6359,False,"{'a': 0.1, 'e': 0.36252689956749395}",25,18,-1.2009848929697475,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
6360,False,"{'a': 0.1, 'e': 0.3464924344587349}",20,0,-32.149740812164374,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
6361,False,"{'a': 0.1, 'e': 0.31693292753930785}",20,7,-3.054568478527006,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
6362,False,"{'a': 0.1, 'e': 0.28107144604946743}",20,11,-10.653718259394479,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
6363,False,"{'a': 0.1, 'e': 0.24766961041868943}",25,13,-2.0645516694037376,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
6364,False,"{'a': 0.1, 'e': 0.22488218305803254}",25,19,12.881323195801455,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6365,False,"{'a': 0.1, 'e': 0.21826137586994163}",25,14,-6.217498463926608,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
6366,False,"{'a': 0.1, 'e': 0.22939927669418578}",20,14,-10.47559231391287,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
6367,False,"{'a': 0.1, 'e': 0.2555403349583267}",20,11,-59.97617048327894,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 1}",1
6368,False,"{'a': 0.1, 'e': 0.29025822428919135}",30,12,18.786392739410548,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
6369,False,"{'a': 0.1, 'e': 0.32503082198280303}",30,16,-57.31039108126602,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
6370,False,"{'a': 0.1, 'e': 0.3513273059831419}",20,12,-14.038917335955958,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
6371,False,"{'a': 0.1, 'e': 0.3626962322259915}",20,16,7.4887716240257625,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6372,False,"{'a': 0.1, 'e': 0.356343496623969}",30,0,-2.7250125681065054,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
6373,False,"{'a': 0.1, 'e': 0.3338142275534833}",20,0,9.117336052680436,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
6374,False,"{'a': 0.1, 'e': 0.30061219681958457}",25,11,5.218320771935202,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
6375,False,"{'a': 0.1, 'e': 0.2648504906817528}",20,0,12.91073082340491,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
6376,False,"{'a': 0.1, 'e': 0.23526424778648705}",30,7,28.896747022101348,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
6377,False,"{'a': 0.1, 'e': 0.21907223434244624}",25,20,7.215273187207076,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6378,False,"{'a': 0.1, 'e': 0.22021075832307777}",30,8,-39.52880711398919,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
6379,False,"{'a': 0.1, 'e': 0.2383719989285023}",20,5,4.116412929654909,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
6380,False,"{'a': 0.1, 'e': 0.26908169377679514}",20,7,1.6768497618918814,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
6381,False,"{'a': 0.1, 'e': 0.30479659480286525}",30,16,0.3155025993966234,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
6382,False,"{'a': 0.1, 'e': 0.3367525076125969}",30,0,-78.86462477970991,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",1
6383,False,"{'a': 0.1, 'e': 0.35711015866087115}",25,0,-7.4338955989150275,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
6384,False,"{'a': 0.1, 'e': 0.3608734858944216}",20,0,-25.474442628613396,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
6385,False,"{'a': 0.1, 'e': 0.3471109422828857}",20,11,-47.110136552701434,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
6386,False,"{'a': 0.1, 'e': 0.31918126136667585}",20,12,9.76481052238818,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
6387,False,"{'a': 0.1, 'e': 0.2839089750255552}",20,0,-9.372233699539708,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
6388,False,"{'a': 0.1, 'e': 0.24991207116304975}",20,0,8.01511404747985,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
6389,False,"{'a': 0.1, 'e': 0.22549159621953163}",25,13,17.54061739622886,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
6390,False,"{'a': 0.1, 'e': 0.21660000265707713}",25,7,-3.9015419098148785,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
6391,False,"{'a': 0.1, 'e': 0.22538548130439748}",20,7,-2.077107991241382,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
6392,False,"{'a': 0.1, 'e': 0.24966826047760982}",20,10,17.48458007077882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6393,False,"{'a': 0.1, 'e': 0.2834765409551886}",25,18,1.054708383127644,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
6394,False,"{'a': 0.1, 'e': 0.31851030014859993}",25,1,-14.112466832477047,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 0}",1
6395,False,"{'a': 0.1, 'e': 0.3461741590716906}",20,13,-7.847791365517605,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
6396,False,"{'a': 0.1, 'e': 0.3596814161651317}",25,7,-27.06619123827294,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
6397,False,"{'a': 0.1, 'e': 0.3557142086542608}",30,13,-16.861111470213103,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
6398,False,"{'a': 0.1, 'e': 0.3352336934689117}",20,11,5.089372088083723,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
6399,False,"{'a': 0.1, 'e': 0.3032424129878598}",20,9,21.12538523696462,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6400,False,"{'a': 0.1, 'e': 0.2675575922118862}",20,13,-1.8816443844348536,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
6401,False,"{'a': 0.1, 'e': 0.23689617365132445}",20,10,-5.960517452260407,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
6402,False,"{'a': 0.1, 'e': 0.2187406937735958}",25,15,-0.6281991270296592,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
6403,False,"{'a': 0.1, 'e': 0.21750848734398903}",25,0,24.803664760629488,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
6404,False,"{'a': 0.1, 'e': 0.23347217087833536}",25,1,13.597032157013212,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
6405,False,"{'a': 0.1, 'e': 0.2626952185777699}",20,2,16.4363806842842,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
6406,False,"{'a': 0.1, 'e': 0.29799783550543957}",20,9,22.90004020756011,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6407,False,"{'a': 0.1, 'e': 0.33071614068737154}",20,2,7.0072890557558845,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
6408,False,"{'a': 0.1, 'e': 0.3528236278489593}",20,7,-46.29435693325047,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
6409,False,"{'a': 0.1, 'e': 0.3588954373248511}",20,14,-8.69714403254424,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
6410,False,"{'a': 0.1, 'e': 0.34743473643052597}",25,14,4.698022903911792,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
6411,False,"{'a': 0.1, 'e': 0.32123690836775964}",25,0,-33.74259905036564,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
6412,False,"{'a': 0.1, 'e': 0.28670294368579047}",20,0,22.484164081886075,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
6413,False,"{'a': 0.1, 'e': 0.2522706789547934}",20,7,-73.87005408020491,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
6414,False,"{'a': 0.1, 'e': 0.22634835589813176}",20,0,30.703764077724568,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6415,False,"{'a': 0.1, 'e': 0.21525657591220138}",35,14,-41.70647683122851,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 1}",1
6416,False,"{'a': 0.1, 'e': 0.22168238797226106}",35,15,8.252486656461262,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
6417,False,"{'a': 0.1, 'e': 0.24402361344952472}",20,2,16.883756178890835,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
6418,False,"{'a': 0.1, 'e': 0.2767833993668885}",25,18,14.612638651572283,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6419,False,"{'a': 0.1, 'e': 0.31191784048079824}",30,8,-31.400985887493732,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
6420,False,"{'a': 0.1, 'e': 0.3408062844139132}",20,10,-31.32501160588015,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
6421,False,"{'a': 0.1, 'e': 0.35636170580597243}",20,0,-29.334938359232016,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
6422,False,"{'a': 0.1, 'e': 0.3547645204862472}",25,5,-1.6847120629023777,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
6423,False,"{'a': 0.1, 'e': 0.3363956687856157}",25,8,15.758488641863728,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
6424,False,"{'a': 0.1, 'e': 0.3057410269127779}",20,0,-14.060656507767444,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
6425,False,"{'a': 0.1, 'e': 0.27029111812073753}",30,12,-41.02823882736185,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
6426,False,"{'a': 0.1, 'e': 0.23870599993770417}",20,16,10.335050833529309,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6427,False,"{'a': 0.1, 'e': 0.21869491387838313}",20,0,12.805623869004608,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
6428,False,"{'a': 0.1, 'e': 0.2151298495382608}",25,5,19.32153844276636,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
6429,False,"{'a': 0.1, 'e': 0.22885463000146924}",20,0,-12.573753385274548,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
6430,False,"{'a': 0.1, 'e': 0.2564806263032865}",25,16,17.430236950651953,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6431,False,"{'a': 0.1, 'e': 0.29121855116649065}",20,8,-51.875289835985946,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
6432,False,"{'a': 0.1, 'e': 0.32454215614842685}",25,11,5.551570150512822,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
6433,False,"{'a': 0.1, 'e': 0.34827614785691885}",30,15,18.546381523014936,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
6434,False,"{'a': 0.1, 'e': 0.35659703224938594}",25,14,-9.532880166431207,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
6435,False,"{'a': 0.1, 'e': 0.34745719482299914}",20,10,14.721416139752064,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6436,False,"{'a': 0.1, 'e': 0.32308397190769367}",25,8,26.86943788745087,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6437,False,"{'a': 0.1, 'e': 0.28943207538807725}",30,15,13.019325563936004,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
6438,False,"{'a': 0.1, 'e': 0.25472398619639963}",30,17,10.40815262901801,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
6439,False,"{'a': 0.1, 'e': 0.2274360917899288}",25,20,11.025152726338352,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
